Notebook,Vessel,Temperature,Location,Substrate SMILES,Substrate Conc (M),Catalyst 1,Catalyst1 SMILES,Catalyst1 Conc (M),Reductant,Reductant SMILES,Reductant Conc (M),Solvent1,Analytical Method,number,Output Value
AO-07,1536,50,36:J,CC1CN(CC(O1)C)C(=O)C2=NN(C(=O)C=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,468,90.442
AO-07,1536,50,37:J,CN(CC1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)C(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,469,11.08
AO-07,1536,50,38:J,CN1C(SC2=NN=NN2C3=CC=CC=C3)=NC([N+]([O-])=O)=N1,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,470,94.407
AO-07,1536,50,39:J,C1=CC=C(C=C1)N2C(=O)C=CC(=N2)C(=O)NC3=CC=NC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,471,43.041
AO-07,1536,50,40:J,CC(C)(C)OC(=O)COC1=CC2=C(C=C1)C(=CC(=O)O2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,472,25.911
AO-07,1536,50,41:J,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C4=NNC(=S)O4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,473,89.665
AO-07,1536,50,42:J,C1COC2=C(C=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4=CC=CC=C4)OC1,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,474,27.802
AO-07,1536,50,43:J,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NCCC4=CC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,475,28.009
AO-07,1536,50,44:J,CC1=NOC2=C1C(=CC(=N2)C3=CC=C(C=C3)F)C(=O)NC4=CC=CC=C4OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,476,27.227
AO-07,1536,50,45:J,C1CCN(C1)C(=O)CNC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,477,89.138
AO-07,1536,50,46:J,CN1CCN(CC1)C(=O)C2=C3N=C(C=C(N3N=C2)C(F)F)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,478,43.842
AO-07,1536,50,47:J,C1CN(CCN1CN2C(=S)N(C=N2)C3=CC=CC=C3F)C4=NC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,479,17.538
AO-07,1536,50,48:J,CN(C)S(=O)(=O)C1=CC(=C(C=C1)N2CCOCC2)C(=O)NC3=CC=NC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,480,19.377
AO-07,1536,50,1:K,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)C4=CC5=C(C=C4)N=CN5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,481,11.952
AO-07,1536,50,2:K,C1CC2=C(N(N=C2C1)C3=CC=CC=C3)NC(=O)CN4C=C(N=N4)C5CC5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,482,26.475
AO-07,1536,50,3:K,CN(CC1=CC=CC=C1)C(=O)C2=CC3=CC=CC=C3OC2=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,483,21.62
AO-07,1536,50,4:K,CC(=O)NCCC1=NC2=C(C(=O)N1)SC(=C2)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,484,90.915
AO-07,1536,50,5:K,CC1=NC(=NN1)C2=CC=CC=C2NC(=O)C3=CC(=C(C=C3Cl)F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,485,96.14
AO-07,1536,50,6:K,C1=CC=C(C(=C1)C2=NC3=C(O2)C=C(C=C3)[N+](=O)[O-])Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,486,14.473
AO-07,1536,50,7:K,C1CCC(C(C1)C(F)(F)F)NC(=O)C2CC3=CC=CC=C3O2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,487,91.749
AO-07,1536,50,8:K,C1CC(OC1)CN2C(=O)C3CC4=C(C(N3C2=S)C5=CC=CC=C5)NC6=CC=CC=C46,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,488,88.073
AO-07,1536,50,9:K,C1=CC=C(C=C1)OCC(=O)NC2=CC(=CC=C2)OC3=CC4=C(C=C3)C(=O)NC4=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,489,0
AO-07,1536,50,10:K,CC1=C(SC2=NC=NC(=C12)N3CCC(CC3)C(=O)N(C)C4=CC=CC=C4)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,490,88.754
AO-07,1536,50,11:K,C1CN(CCC1CC2=CC=CC=C2)CC3=NN=NN3C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,491,29.765
AO-07,1536,50,12:K,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CN3C(=S)N(C(=N3)C)C4CCCCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,492,24.43
AO-07,1536,50,13:K,CN(C1=CC=CC=C1)C(=O)CN2CCN(CC2)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,493,10.989
AO-07,1536,50,14:K,CN(C)CCN(CC1=CC=C(C=C1)F)C(=O)NCC2CCCOC2C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,494,8.937
AO-07,1536,50,15:K,CN1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC(=CC=C3)OC4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,495,14.863
AO-07,1536,50,16:K,CC1C2=C(CC3N1C(=S)N(C3=O)C4=CC=CC=C4OC)C5=CC=CC=C5N2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,496,28.622
AO-07,1536,50,17:K,CNC(=O)C1=CC=CC=C1NC(=O)C2=CC=CS2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,497,34.472
AO-07,1536,50,18:K,C1CN(CC=C1C2=CC=CC=C2)C(=O)C3=CC4=C(C=C3)OCO4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,498,9.053
AO-07,1536,50,19:K,C1=CC=C(C=C1)N2C(=O)C3=C(N2)N=C(C=C3)C4=CN=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,499,7.388
AO-07,1536,50,20:K,C1CC(N(C1)C(=O)C2CC2C3=CC=C(C=C3)F)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,500,20.976
AO-07,1536,50,21:K,C1CN(CCN1CN2C(=S)N(C(=N2)C3=CN=CC=C3)C4=CC=CC=C4)C(=O)C5=CC=CC=C5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,501,34.057
AO-07,1536,50,22:K,C1CC2CC1CC2CC(=O)NC3=CC=CC=C3C(=O)NCC4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,502,18.086
AO-07,1536,50,23:K,CCCC1=CC=C(C=C1)C(=O)CSC2=NN=CN2C3=CC=CC=C3OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,503,11.906
AO-07,1536,50,24:K,CNC(=O)C1=CC=CC=C1OCC2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,504,93.76
AO-07,1536,50,25:K,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)C4=CC5=C(C=C4)N=CN5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,505,11.163
AO-07,1536,50,26:K,C1CC2=C(N(N=C2C1)C3=CC=CC=C3)NC(=O)CN4C=C(N=N4)C5CC5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,506,47.468
AO-07,1536,50,27:K,CN(CC1=CC=CC=C1)C(=O)C2=CC3=CC=CC=C3OC2=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,507,0
AO-07,1536,50,28:K,CC(=O)NCCC1=NC2=C(C(=O)N1)SC(=C2)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,508,97.896
AO-07,1536,50,29:K,CC1=NC(=NN1)C2=CC=CC=C2NC(=O)C3=CC(=C(C=C3Cl)F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,509,89.275
AO-07,1536,50,30:K,C1=CC=C(C(=C1)C2=NC3=C(O2)C=C(C=C3)[N+](=O)[O-])Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,510,26.182
AO-07,1536,50,31:K,C1CCC(C(C1)C(F)(F)F)NC(=O)C2CC3=CC=CC=C3O2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,511,92.058
AO-07,1536,50,32:K,C1CC(OC1)CN2C(=O)C3CC4=C(C(N3C2=S)C5=CC=CC=C5)NC6=CC=CC=C46,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,512,95.17
AO-07,1536,50,33:K,C1=CC=C(C=C1)OCC(=O)NC2=CC(=CC=C2)OC3=CC4=C(C=C3)C(=O)NC4=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,513,0
AO-07,1536,50,34:K,CC1=C(SC2=NC=NC(=C12)N3CCC(CC3)C(=O)N(C)C4=CC=CC=C4)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,514,92.515
AO-07,1536,50,35:K,C1CN(CCC1CC2=CC=CC=C2)CC3=NN=NN3C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,515,91.991
AO-07,1536,50,36:K,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CN3C(=S)N(C(=N3)C)C4CCCCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,516,47.953
AO-07,1536,50,37:K,CN(C1=CC=CC=C1)C(=O)CN2CCN(CC2)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,517,22.104
AO-07,1536,50,38:K,CN(C)CCN(CC1=CC=C(C=C1)F)C(=O)NCC2CCCOC2C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,518,13.224
AO-07,1536,50,39:K,CN1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC(=CC=C3)OC4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,519,43.727
AO-07,1536,50,40:K,CC1C2=C(CC3N1C(=S)N(C3=O)C4=CC=CC=C4OC)C5=CC=CC=C5N2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,520,6.59
AO-07,1536,50,41:K,CNC(=O)C1=CC=CC=C1NC(=O)C2=CC=CS2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,521,54.946
AO-07,1536,50,42:K,C1CN(CC=C1C2=CC=CC=C2)C(=O)C3=CC4=C(C=C3)OCO4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,522,48.144
AO-07,1536,50,43:K,C1=CC=C(C=C1)N2C(=O)C3=C(N2)N=C(C=C3)C4=CN=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,523,18.153
AO-07,1536,50,44:K,C1CC(N(C1)C(=O)C2CC2C3=CC=C(C=C3)F)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,524,18.27
AO-07,1536,50,45:K,C1CN(CCN1CN2C(=S)N(C(=N2)C3=CN=CC=C3)C4=CC=CC=C4)C(=O)C5=CC=CC=C5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,525,67.454
AO-07,1536,50,46:K,C1CC2CC1CC2CC(=O)NC3=CC=CC=C3C(=O)NCC4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,526,59.265
AO-07,1536,50,47:K,CCCC1=CC=C(C=C1)C(=O)CSC2=NN=CN2C3=CC=CC=C3OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,527,28.905
AO-07,1536,50,48:K,CNC(=O)C1=CC=CC=C1OCC2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,528,93.858
AO-07,1536,50,1:L,C1=CC=C(C=C1)C2=NC3=NC=NN3C(=C2)C(=O)NCC(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,529,22.767
AO-07,1536,50,2:L,CN1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC(=CC=C3)S(=O)(=O)N(C)C4CCCCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,530,34.346
AO-07,1536,50,3:L,C1CN(CCC1C(=O)C2=CC=CC=C2)CC3=CC4=C(C=C3Br)OCCO4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,531,0
AO-07,1536,50,4:L,CCOCC1=CC=CC=C1NC(=O)C2=C3C(=CC(=C2)F)NC=N3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,532,24.633
AO-07,1536,50,5:L,CCN1CCN(CC1)C(=O)C2=C3N=C(C=C(N3N=C2)C(F)F)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,533,16.697
AO-07,1536,50,6:L,CN(CC1=CC=C(C=C1)N2CCOCC2)C(=O)COC3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,534,23.092
AO-07,1536,50,7:L,CC1=C(C(=C(O1)N2C=CC=C2)C#N)C(=O)N(C)CC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,535,92.179
AO-07,1536,50,8:L,CC1(CC(=CC(=O)C1)N2CCN(CC2)C3=CC=CC=C3F)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,536,95.466
AO-07,1536,50,9:L,C1=CC=C2C(=C1)C3=NN(C=C3C(=O)O2)C4=CC(=CC=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,537,80.257
AO-07,1536,50,10:L,CCN(CC1=CC=CC=C1)C(=O)C2=COC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,538,94.319
AO-07,1536,50,11:L,CN(CC1=CC=CC=C1OC)C(=O)C2=CC3=C(CCCC3)C=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,539,91.993
AO-07,1536,50,12:L,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3C(=N2)C(=O)NC4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,540,19.529
AO-07,1536,50,13:L,C1CC1NC(=O)C2=CC=CC=C2NC(=O)C3=CC=CC=C3C(F)(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,541,24.535
